,Código da IES,Nome da IES,Categoria Administrativa,Código da Área,Área de Avaliação,Código do Município,Município do Curso,Nº de Concluintes Inscritos,Nº de Concluintes Participantes,Conceito Enade (Contínuo),CPC (Contínuo),CPC (Faixa),Ano
2532,1893,Faculdade Unirb - Feira de Santana,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2910800,FEIRA DE SANTANA,9.0,7.0,2.418203033,3.196851869,4,2018
2533,1893,Faculdade Unirb - Feira de Santana,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2910800,FEIRA DE SANTANA,27.0,26.0,1.918142749,3.103753509,4,2018
2534,1894,FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2607901,JABOATAO DO GUARARAPES,23.0,23.0,2.127246809,2.64305536,3,2018
2535,1895,CENTRO UNIVERSITÁRIO CHRISTUS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2304400,FORTALEZA,23.0,20.0,3.752490114,3.598930219,4,2018
2536,1898,FACULDADE DO LITORAL SUL PAULISTA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3541000,PRAIA GRANDE,36.0,32.0,1.590544006,2.590309459,3,2018
2537,1900,FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4106902,CURITIBA,34.0,29.0,1.902975093,2.290802434,3,2018
2538,1900,FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4106902,CURITIBA,22.0,19.0,1.950673461,2.635622313,3,2018
2539,1904,FACULDADE SÃO CAMILO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3304557,RIO DE JANEIRO,143.0,122.0,1.930623969,2.067951897,3,2018
2540,1907,FACULDADE EDUCACIONAL DE COLOMBO,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4105805,COLOMBO,29.0,25.0,2.131999703,2.138313158,3,2018
2541,1907,FACULDADE EDUCACIONAL DE COLOMBO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4105805,COLOMBO,39.0,39.0,2.206898596,2.14759998,3,2018
2542,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5201108,ANAPOLIS,52.0,14.0,2.832402381,2.47487485,3,2018
2543,1913,CENTRO UNIVERSITÁRIO FAMINAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3143906,MURIAE,33.0,33.0,2.646065805,3.106418058,4,2018
2544,1918,FACULDADE CAPIVARI,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4203956,CAPIVARI DE BAIXO,27.0,24.0,1.630327351,2.254951831,3,2018
2545,1918,FACULDADE CAPIVARI,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4203956,CAPIVARI DE BAIXO,44.0,40.0,1.777013819,2.202620405,3,2018
2546,1923,FACULDADE DE DIREITO PADRE ARNALDO JANSSEN,Privada sem fins lucrativos,2,DIREITO,3106200,BELO HORIZONTE,83.0,79.0,2.938064365,2.961138171,4,2018
2547,1189,UNIVERSIDADE DO PLANALTO CATARINENSE,Privada sem fins lucrativos,2,DIREITO,4209300,LAGES,169.0,147.0,1.908638243,2.136732139,3,2018
2548,1925,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3143302,MONTES CLAROS,155.0,106.0,2.418858346,2.497169215,3,2018
2549,3840,CENTRO UNIVERSITÁRIO FACVEST,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4209300,LAGES,11.0,10.0,1.973937999,3.065880633,4,2018
2550,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,2,DIREITO,3504008,ASSIS,50.0,22.0,2.141519054,3.005056195,4,2018
2551,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,1302603,MANAUS,14.0,12.0,1.96697667,2.679501927,3,2018
2552,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,18,PSICOLOGIA,3504008,ASSIS,31.0,30.0,2.679970533,3.050417169,4,2018
2553,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3504008,ASSIS,33.0,16.0,3.766811852,3.366905673,4,2018
2554,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,5300108,BRASILIA,40.0,35.0,2.964228094,2.847021646,3,2018
2555,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,5208707,GOIANIA,10.0,10.0,2.909532941,2.89853235,3,2018
2556,532,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4321907,TRES PASSOS,32.0,32.0,2.388706126,2.935804192,3,2018
2557,1557,UNIVERSIDADE FUMEC,Privada sem fins lucrativos,26,DESIGN,3106200,BELO HORIZONTE,13.0,2.0,1.596964606,2.117536112,3,2018
2558,1557,UNIVERSIDADE FUMEC,Privada sem fins lucrativos,26,DESIGN,3106200,BELO HORIZONTE,61.0,51.0,1.957348975,1.936726104,2,2018
2559,1557,UNIVERSIDADE FUMEC,Privada sem fins lucrativos,26,DESIGN,3106200,BELO HORIZONTE,24.0,9.0,2.133540023,1.561757581,2,2018
2560,1933,FACULDADE BIRIGUI,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3506508,BIRIGUI,4.0,3.0,0.934708344,1.387935943,2,2018
2561,1934,FACULDADE SINOP,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5107909,SINOP,15.0,14.0,1.751330785,2.250214558,3,2018
2562,1936,FACULDADE LA SALLE,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,5105259,LUCAS DO RIO VERDE,45.0,38.0,2.233942304,2.560602577,3,2018
2563,1936,FACULDADE LA SALLE,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,5105259,LUCAS DO RIO VERDE,52.0,41.0,2.305018537,2.569340258,3,2018
2564,719,UNIVERSIDADE DO ESTADO DE MATO GROSSO,Pública Estadual,13,CIÊNCIAS ECONÔMICAS,5107909,SINOP,21.0,21.0,1.923945723,2.719945332,3,2018
2565,1939,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4113700,LONDRINA,12.0,8.0,2.105535585,2.821657579,3,2018
2566,1895,CENTRO UNIVERSITÁRIO CHRISTUS,Privada com fins lucrativos,2,DIREITO,2304400,FORTALEZA,102.0,96.0,3.897880875,3.273367457,4,2018
2567,1379,FACULDADES INTEGRADAS SÃO PEDRO,Privada sem fins lucrativos,2,DIREITO,3205309,VITORIA,75.0,74.0,4.275169872,3.784321469,4,2018
2568,1940,FACULDADE DE NOVA SERRANA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3145208,NOVA SERRANA,20.0,19.0,3.238919866,3.405916596,4,2018
2569,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,Privada com fins lucrativos,2,DIREITO,2927408,SALVADOR,56.0,51.0,2.086347516,2.982929726,4,2018
2570,1738,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO,Privada com fins lucrativos,2,DIREITO,1100205,PORTO VELHO,84.0,70.0,2.447366212,2.659743247,3,2018
2571,1786,INSTITUTO MACHADENSE DE ENSINO SUPERIOR,Privada sem fins lucrativos,2,DIREITO,3139003,MACHADO,44.0,38.0,2.63468799,2.600509873,3,2018
2572,1426,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,Privada com fins lucrativos,2,DIREITO,5211503,ITUMBIARA,80.0,69.0,2.717619349,2.872529352,3,2018
2573,1124,Faculdade Dom Pedro II de Barreiras,Privada com fins lucrativos,2,DIREITO,2903201,BARREIRAS,75.0,71.0,2.354362541,3.22667923,4,2018
2574,265,FACULDADES INTEGRADAS DE OURINHOS,Privada sem fins lucrativos,2,DIREITO,3534708,OURINHOS,117.0,109.0,3.412691755,3.598607185,4,2018
2575,1789,FACULDADE CATUAÍ,Privada com fins lucrativos,2,DIREITO,4103701,CAMBE,50.0,48.0,1.969185937,2.225979275,3,2018
2576,1459,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3143104,MONTE CARMELO,53.0,50.0,1.545264199,2.603019183,3,2018
2577,1945,FACULDADE DE SORRISO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5107925,SORRISO,20.0,15.0,1.842932292,2.116763256,3,2018
2578,1946,FACULDADE LEGALE,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3550308,SAO PAULO,21.0,20.0,2.98333748,2.473103844,3,2018
2579,1941,FACULDADE CUIABÁ,Privada com fins lucrativos,29,TURISMO,5103403,CUIABA,21.0,17.0,0.848003472,1.709308942,2,2018
2580,1952,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,5101803,BARRA DO GARCAS,24.0,24.0,3.099314192,3.63969383,4,2018
2581,5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL PROFESSOR APPARECIDO DOS SANTOS,Privada com fins lucrativos,2,DIREITO,5300108,BRASILIA,234.0,198.0,1.77895247,2.673997238,3,2018
2582,1961,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3301009,CAMPOS DOS GOYTACAZES,17.0,12.0,2.725018158,3.286271161,4,2018
2583,430,CENTRO UNIVERSITÁRIO FILADÉLFIA,Privada sem fins lucrativos,101,TEOLOGIA,4113700,LONDRINA,15.0,15.0,1.856567092,2.582814925,3,2018
2584,1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,Privada com fins lucrativos,105,TECNOLOGIA EM GESTÃO DA QUALIDADE,3550308,SAO PAULO,8.0,5.0,2.775632778,1.834314253,2,2018
2585,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4216909,SAO LOURENCO DO OESTE,21.0,15.0,2.107191799,2.780913491,3,2018
2586,1978,FACULDADE METROPOLITANA DA GRANDE FORTALEZA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2304400,FORTALEZA,98.0,90.0,2.945758309,3.790258322,4,2018
2587,1980,FACULDADE SINERGIA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4211306,NAVEGANTES,29.0,27.0,2.89493797,3.217398649,4,2018
2588,3304,FACULDADES INTEGRADAS DE PATOS,Privada com fins lucrativos,803,JORNALISMO,2510808,PATOS,10.0,10.0,1.986710412,2.611371922,3,2018
2589,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,26,DESIGN,4219309,VIDEIRA,19.0,18.0,2.858613014,2.668959584,3,2018
2590,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,Privada com fins lucrativos,26,DESIGN,3550308,SAO PAULO,61.0,32.0,1.063540038,1.157530904,2,2018
2591,4826,FACULDADE ANHANGÜERA DE CAMPINAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3509502,CAMPINAS,93.0,55.0,2.096007314,2.266230642,3,2018
2592,1986,CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3136702,JUIZ DE FORA,114.0,90.0,2.417126406,2.614553761,3,2018
2593,670,UNIVERSIDADE SÃO FRANCISCO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3509502,CAMPINAS,56.0,48.0,2.744310147,2.833729226,3,2018
2594,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,Privada sem fins lucrativos,2,DIREITO,4104808,CASCAVEL,174.0,157.0,2.781209048,3.183453132,4,2018
2595,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,Privada sem fins lucrativos,18,PSICOLOGIA,4104808,CASCAVEL,77.0,75.0,2.38016055,2.931786949,3,2018
2596,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,18,PSICOLOGIA,5002704,CAMPO GRANDE,48.0,45.0,3.899226026,3.273467087,4,2018
2597,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,2,DIREITO,5003207,CORUMBA,78.0,62.0,2.572423812,2.463200455,3,2018
2598,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,1,ADMINISTRAÇÃO,5001102,AQUIDAUANA,38.0,28.0,2.540538528,2.821186754,3,2018
2599,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,1,ADMINISTRAÇÃO,5006309,PARANAIBA,26.0,25.0,3.461152999,3.747467001,4,2018
2600,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,18,PSICOLOGIA,5006309,PARANAIBA,19.0,11.0,2.144245548,1.876600887,2,2018
2601,441,UNIVERSIDADE DO CONTESTADO,Privada sem fins lucrativos,18,PSICOLOGIA,4213609,PORTO UNIAO,29.0,29.0,1.671998363,2.085077083,3,2018
2602,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3509502,CAMPINAS,162.0,152.0,2.605296708,2.263980534,3,2018
2603,95,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,Pública Estadual,2,DIREITO,2312908,SOBRAL,114.0,107.0,3.333116013,1.995365261,3,2018
2604,441,UNIVERSIDADE DO CONTESTADO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4215000,RIO NEGRINHO,11.0,11.0,2.664399885,3.197935173,4,2018
2605,572,UNIVERSIDADE FEDERAL FLUMINENSE,Pública Federal,2,DIREITO,3302403,MACAE,111.0,106.0,3.185114651,2.659885824,3,2018
2606,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3550308,SAO PAULO,55.0,49.0,2.45615043,2.815149223,3,2018
2607,1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",Pública Federal,104,TECNOLOGIA EM DESIGN GRÁFICO,3301009,CAMPOS DOS GOYTACAZES,126.0,103.0,3.289921542,2.741487953,3,2018
2608,1598,FACULDADE UNA DE UBERLÂNDIA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3170206,UBERLANDIA,39.0,35.0,2.505725051,3.456558835,4,2018
2609,437,UNIVERSIDADE PARANAENSE,Privada sem fins lucrativos,2,DIREITO,4108403,FRANCISCO BELTRAO,48.0,46.0,1.925696837,2.440902887,3,2018
2610,437,UNIVERSIDADE PARANAENSE,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4108403,FRANCISCO BELTRAO,26.0,25.0,2.910141265,3.086864894,4,2018
2611,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,101,TEOLOGIA,2611606,RECIFE,30.0,26.0,2.412422824,2.986425828,4,2018
2612,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3539301,PIRASSUNUNGA,70.0,39.0,2.685427138,2.51166803,3,2018
2613,3515,FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,2616407,VITORIA DE SANTO ANTAO,33.0,26.0,1.098561761,2.594943146,3,2018
2614,23410,UNIVERSIDADE ESTADUAL DO MARANHÃO,Pública Estadual,1,ADMINISTRAÇÃO,2105302,IMPERATRIZ,55.0,44.0,3.142577458,2.488012814,3,2018
2615,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4304705,CARAZINHO,35.0,32.0,2.405758785,2.728963776,3,2018
2616,3,UNIVERSIDADE FEDERAL DE SERGIPE,Pública Federal,18,PSICOLOGIA,2806701,SAO CRISTOVAO,56.0,50.0,3.584100178,3.196839484,4,2018
2617,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,2,DIREITO,4304705,CARAZINHO,49.0,48.0,2.160128754,2.08476658,3,2018
2618,1066,INSTITUTO DE ENSINO E PESQUISA OBJETIVO,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,1721000,PALMAS,9.0,9.0,1.292142719,1.406265115,2,2018
2619,1573,FACULDADE ALFREDO NASSER,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,5201405,APARECIDA DE GOIANIA,48.0,45.0,1.98591293,2.597190252,3,2018
2620,1396,Centro Universitário Dinâmica das Cataratas,Privada com fins lucrativos,2,DIREITO,4108304,FOZ DO IGUACU,138.0,133.0,1.844117603,2.751401388,3,2018
2621,1107,Centro Universitário Estácio do Ceará,Privada com fins lucrativos,2,DIREITO,0,FORTALEZA,1133.0,980.0,2.136877145,2.543834344,3,2018
2622,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4309308,GUAIBA,83.0,81.0,2.503526885,2.875051738,3,2018
2623,1658,FACULDADE INTEGRADA DA GRANDE FORTALEZA,Privada com fins lucrativos,2,DIREITO,2304400,FORTALEZA,195.0,181.0,2.33985344,2.57429678,3,2018
2624,1273,Centro Universitário Campo Limpo Paulista,Privada com fins lucrativos,2,DIREITO,3509601,CAMPO LIMPO PAULISTA,63.0,61.0,2.247246549,2.96984332,4,2018
2625,1423,Faculdade Ideal Wyden,Privada com fins lucrativos,2,DIREITO,1501402,BELEM,156.0,144.0,2.458719361,3.067401488,4,2018
2626,4826,FACULDADE ANHANGÜERA DE CAMPINAS,Privada com fins lucrativos,2,DIREITO,3509502,CAMPINAS,114.0,88.0,1.71947252,2.067478753,3,2018
2627,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,Privada sem fins lucrativos,2,DIREITO,3549805,SAO JOSE DO RIO PRETO,98.0,89.0,1.963996175,2.873259668,3,2018
2628,1910,FACULDADE UNINASSAU LAURO DE FREITAS,Privada com fins lucrativos,2,DIREITO,2919207,LAURO DE FREITAS,131.0,111.0,1.492880798,2.810211011,3,2018
2629,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,2,DIREITO,4318408,SAO JERONIMO,53.0,52.0,2.159353536,2.707474345,3,2018
2630,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3549805,SAO JOSE DO RIO PRETO,17.0,15.0,2.299923743,2.270358922,3,2018
2631,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,Privada com fins lucrativos,803,JORNALISMO,3549805,SAO JOSE DO RIO PRETO,22.0,20.0,2.553405219,2.164236484,3,2018
2632,2122,Estácio FASE - Faculdade Estácio de Sergipe,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2800308,ARACAJU,115.0,103.0,2.003275123,2.549398354,3,2018
2633,2123,CENTRO UNIVERSITÁRIO MAX PLANCK,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3520509,INDAIATUBA,75.0,66.0,3.16990787,2.820234722,3,2018
2634,398,UNIVERSIDADE TIRADENTES,Privada com fins lucrativos,2,DIREITO,2802106,ESTANCIA,66.0,63.0,1.875804334,2.718911873,3,2018
2635,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,2,DIREITO,4303004,CACHOEIRA DO SUL,72.0,69.0,2.430798043,3.076639265,4,2018
2636,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,2,DIREITO,4309308,GUAIBA,95.0,86.0,1.787227141,2.459777417,3,2018
2638,1984,FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3139409,MANHUACU,19.0,18.0,3.392537307,3.159244566,4,2018
2639,1469,FACULDADE CESUSC,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4205407,FLORIANOPOLIS,38.0,28.0,3.852465275,3.693851164,4,2018
2640,1362,FACULDADE UBAENSE OZANAM COELHO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3169901,UBA,28.0,27.0,2.592560225,3.118800351,4,2018
2642,2085,CENTRO UNIVERSITÁRIO DE SALVADOR,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2927408,SALVADOR,7.0,6.0,2.967414678,2.652762733,3,2018
2643,396,Centro Universitário Ruy Barbosa Wyden,Privada com fins lucrativos,2,DIREITO,2927408,SALVADOR,204.0,170.0,2.320941311,2.705809227,3,2018
2644,1556,CENTRO UNIVERSITÁRIO SETE DE SETEMBRO,Privada com fins lucrativos,2,DIREITO,2304400,FORTALEZA,149.0,145.0,3.561538138,3.142634531,4,2018
2645,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,Privada sem fins lucrativos,2,DIREITO,3205309,VITORIA,31.0,31.0,4.675126916,4.422584174,5,2018
2646,1717,Faculdade de Imperatriz Wyden,Privada com fins lucrativos,2,DIREITO,2105302,IMPERATRIZ,138.0,122.0,1.533089131,2.543558467,3,2018
2647,1068,FACULDADE ALDETE MARIA ALVES,Privada sem fins lucrativos,2,DIREITO,3134400,ITURAMA,62.0,51.0,2.05576769,3.233309437,4,2018
2648,1952,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5101803,BARRA DO GARCAS,26.0,25.0,3.608785987,4.012713241,5,2018
2649,1075,INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA,Privada com fins lucrativos,2,DIREITO,2507507,CABEDELO,340.0,225.0,1.857757291,2.679456572,3,2018
2650,1379,FACULDADES INTEGRADAS SÃO PEDRO,Privada sem fins lucrativos,18,PSICOLOGIA,3205309,VITORIA,121.0,119.0,2.622622508,3.238257481,4,2018
2651,23,UNIVERSIDADE FEEVALE,Privada sem fins lucrativos,18,PSICOLOGIA,4313409,NOVO HAMBURGO,86.0,84.0,2.369037024,3.260400363,4,2018
2652,1530,Faculdade CNEC Joinville,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4209102,JOINVILLE,78.0,75.0,2.240192253,2.670735344,3,2018
2653,1381,Faculdade Martha Falcão Wyden,Privada com fins lucrativos,2,DIREITO,1302603,MANAUS,153.0,145.0,2.505947291,2.627836718,3,2018
2654,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,Privada sem fins lucrativos,101,TEOLOGIA,3515152,ENGENHEIRO COELHO,98.0,95.0,3.679382234,3.532995891,4,2018
2655,5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,Privada sem fins lucrativos,2,DIREITO,3511102,CATANDUVA,106.0,94.0,3.448081287,3.541313826,4,2018
2656,1173,FACULDADE ANHANGUERA DE BRASÍLIA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5300108,BRASILIA,49.0,24.0,2.395003445,2.358313391,3,2018
2657,452,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,1302603,MANAUS,13.0,11.0,3.542246799,3.438785124,4,2018
2659,2233,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3106200,BELO HORIZONTE,129.0,114.0,2.72250277,2.806396976,3,2018
2660,705,FACULDADE SÃO JOSÉ,Privada sem fins lucrativos,2,DIREITO,3304557,RIO DE JANEIRO,105.0,104.0,2.206219591,3.10146438,4,2018
2661,592,UNIVERSIDADE FEDERAL DE LAVRAS,Pública Federal,1,ADMINISTRAÇÃO,3138203,LAVRAS,106.0,98.0,4.779563983,4.006380069,5,2018
2662,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,Privada com fins lucrativos,2,DIREITO,2607901,JABOATAO DO GUARARAPES,260.0,220.0,1.729406299,2.664940823,3,2018
2663,2257,FACULDADE DIADEMA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3513801,DIADEMA,43.0,38.0,1.300645682,2.005487127,3,2018
2664,1728,FACULDADE INTERAMERICANA DE PORTO VELHO,Privada com fins lucrativos,2,DIREITO,1100205,PORTO VELHO,210.0,143.0,1.922979831,2.538980641,3,2018
2665,5285,FACULDADES INTEGRADAS DE TAQUARA,Privada sem fins lucrativos,18,PSICOLOGIA,4321204,TAQUARA,42.0,41.0,2.822826682,3.686860325,4,2018
2666,2264,FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3202405,GUARAPARI,14.0,12.0,3.267906024,3.638505808,4,2018
2667,2266,FACULDADE CAMBURY DE FORMOSA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5208004,FORMOSA,10.0,9.0,2.429369706,3.174615483,4,2018
2668,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,Pública Estadual,22,CIÊNCIAS CONTÁBEIS,4206900,IBIRAMA,64.0,62.0,2.917293882,2.879037803,3,2018
2669,3840,CENTRO UNIVERSITÁRIO FACVEST,Privada com fins lucrativos,18,PSICOLOGIA,4209300,LAGES,12.0,12.0,2.151195131,3.699815297,4,2018
2670,2275,FACULDADE DE DIREITO SANTO AGOSTINHO,Privada com fins lucrativos,2,DIREITO,3143302,MONTES CLAROS,418.0,312.0,2.099222669,2.288890238,3,2018
2671,3612,FACULDADE ANHANGUERA DE VALINHOS,Privada com fins lucrativos,2,DIREITO,3556206,VALINHOS,47.0,42.0,1.250050321,1.03019166,2,2018
2672,1699,FACULDADE DE EDUCAÇÃO DE JARU,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,1100114,JARU,35.0,29.0,1.922460053,2.992461751,4,2018
2673,1503,FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4106902,CURITIBA,32.0,30.0,2.275922341,1.685383387,2,2018
2675,1996,INSTITUTO CUIABÁ DE ENSINO E CULTURA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5103403,CUIABA,31.0,27.0,1.867986744,1.889924897,2,2018
2676,1996,INSTITUTO CUIABÁ DE ENSINO E CULTURA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,5103403,CUIABA,43.0,39.0,1.814130778,1.799642835,2,2018
2677,2343,FACULDADE DA AMAZÔNIA OCIDENTAL,Privada com fins lucrativos,2,DIREITO,1200401,RIO BRANCO,167.0,115.0,2.699975198,3.056138742,4,2018
2678,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,Pública Estadual,803,JORNALISMO,2211001,TERESINA,13.0,12.0,3.359985216,3.012446646,4,2018
2679,4793,FACULDADES INTEGRADAS DE ITARARÉ,Privada com fins lucrativos,2,DIREITO,3523206,ITARARE,12.0,12.0,1.81940664,1.519019102,2,2018
2680,798,FACULDADES INTEGRADAS DE ARACRUZ,Privada sem fins lucrativos,2,DIREITO,3200607,ARACRUZ,20.0,19.0,4.042298415,3.786547056,4,2018
